233531,tdata1,-2101044005,0,958.29906,345.977681
233532,tdata1,-2101043990,0,938.664056,343.138153
233533,tdata1,-2101043974,0,936.135642,345.41166
233534,tdata1,-2101043956,0,936.772483,346.376094
233535,tdata1,-2101043940,0,934.171389,351.77013
233536,tdata1,-2101043923,0,932.184623,351.293501
233537,tdata1,-2101043906,0,932.010318,349.818002
233538,tdata1,-2101043890,0,932.010318,349.818002
233539,tdata1,-2101043873,0,932.170647,347.669844
233540,tdata1,-2101043856,0,932.367793,347.022195
233541,tdata1,-2101043839,0,935.126765,343.865043
233542,tdata1,-2101043824,0,935.499522,343.063915
233543,tdata1,-2101043807,0,934.780621,340.775928
233544,tdata1,-2101043791,0,932.495984,339.242931
233545,tdata1,-2101043774,0,932.411054,340.262628
233546,tdata1,-2101043758,0,932.048247,340.184068
233547,tdata1,-2101043741,0,932.048247,340.184068
233548,tdata1,-2101043724,0,933.093486,338.728157
233549,tdata1,-2101043707,0,933.60804,336.099556
233550,tdata1,-2101043691,0,933.288843,336.803339
233551,tdata1,-2101043674,0,932.703036,335.950823
233552,tdata1,-2101043657,0,928.734253,337.477566
233553,tdata1,-2101043641,0,927.271367,338.132971
233554,tdata1,-2101043624,1,926.509871,338.00731
233555,tdata1,-2101043607,1,926.07162,339.195921
233556,tdata1,-2101043591,1,926.07162,339.195921
233557,tdata1,-2101043573,1,927.387824,342.546935
233558,tdata1,-2101043557,1,929.218937,343.773397
233559,tdata1,-2101043541,1,931.69677,348.413821
233560,tdata1,-2101043524,1,931.984455,348.065648
233561,tdata1,-2101043507,1,930.958433,346.386364
233562,tdata1,-2101043491,1,925.974414,334.665427
233563,tdata1,-2101043474,1,925.974646,336.13941
233564,tdata1,-2101043457,1,926.910522,334.855275
233565,tdata1,-2101043441,1,926.910522,334.855275
233566,tdata1,-2101043424,1,927.933187,331.435955
233567,tdata1,-2101043407,1,923.59546,334.560067
233568,tdata1,-2101043391,1,922.806673,334.930403
233569,tdata1,-2101043374,1,924.31818,334.279563
233570,tdata1,-2101043357,1,922.153889,335.169245
233571,tdata1,-2101043341,1,925.194761,331.344682
233572,tdata1,-2101043324,1,925.476924,325.709697
233573,tdata1,-2101043307,1,928.173551,317.378595
233574,tdata1,-2101043291,1,928.173551,317.378595
233575,tdata1,-2101043274,1,927.509307,317.006699
233576,tdata1,-2101043257,1,926.868922,318.870688
233577,tdata1,-2101043240,1,925.932245,318.127316
233578,tdata1,-2101043224,1,927.387012,322.149347
233579,tdata1,-2101043207,1,936.321588,327.394292
233580,tdata1,-2101043190,1,937.715019,328.047837
233581,tdata1,-2101043174,1,935.353545,327.131728
233582,tdata1,-2101043157,1,936.460374,330.857114
233583,tdata1,-2101043140,1,936.460374,330.857114
233584,tdata1,-2101043124,1,940.246083,327.301581
233585,tdata1,-2101043107,1,937.11009,326.104377
233586,tdata1,-2101043090,1,934.993542,325.469852
233587,tdata1,-2101043074,1,936.124275,325.397747
233588,tdata1,-2101043057,1,935.033144,326.460273
233589,tdata1,-2101043040,1,936.035921,332.107974
233590,tdata1,-2101043024,1,934.606255,330.897057
233591,tdata1,-2101043007,1,937.521786,333.670054
233592,tdata1,-2101042990,1,937.521786,333.670054
233593,tdata1,-2101042974,1,938.98115,330.246235
233594,tdata1,-2101042957,1,942.561721,314.523633
233595,tdata1,-2101042940,1,943.049867,314.789887
233596,tdata1,-2101042924,1,945.756213,317.827792
233597,tdata1,-2101042907,1,946.596436,318.837432
233598,tdata1,-2101042890,1,939.919615,327.924585
233599,tdata1,-2101042873,1,936.1721,329.103544
233600,tdata1,-2101042857,1,932.437917,330.993868
233601,tdata1,-2101042840,1,932.437917,330.993868
233602,tdata1,-2101042824,1,931.877092,329.876353
233603,tdata1,-2101042805,1,931.5135,328.398049
233604,tdata1,-2101042790,1,929.718222,328.831997
233605,tdata1,-2101042773,1,928.19463,330.628861
233606,tdata1,-2101042757,1,929.61985,332.507
233607,tdata1,-2101042740,1,927.500272,330.931241
233608,tdata1,-2101042724,1,925.481161,321.4817
233609,tdata1,-2101042707,1,924.666457,318.692859
233610,tdata1,-2101042690,1,924.666457,318.692859
233611,tdata1,-2101042674,1,932.537526,315.644961
233612,tdata1,-2101042657,1,933.253991,316.573182
233613,tdata1,-2101042640,1,934.92025,317.276693
233614,tdata1,-2101042623,2,932.841001,320.368356
233615,tdata1,-2101042607,2,931.055413,322.936494
233616,tdata1,-2101042590,2,933.275838,321.106858
233617,tdata1,-2101042574,2,934.470382,319.976684
233618,tdata1,-2101042557,2,935.013848,320.236005
233619,tdata1,-2101042540,2,935.013848,320.236005
233620,tdata1,-2101042523,2,932.514721,329.357321
233621,tdata1,-2101042507,2,930.326496,332.540508
233622,tdata1,-2101042490,2,935.664479,325.245752
233623,tdata1,-2101042473,2,934.669174,321.425342
233624,tdata1,-2101042457,2,938.083209,323.12525
233625,tdata1,-2101042440,2,939.232467,320.913359
233626,tdata1,-2101042423,2,933.170462,319.345397
233627,tdata1,-2101042407,2,933.378703,320.20808
233628,tdata1,-2101042390,2,933.378703,320.20808
233629,tdata1,-2101042373,2,933.789817,323.69652
233630,tdata1,-2101042357,2,937.08617,323.720665
233631,tdata1,-2101042340,2,936.146545,326.065851
233632,tdata1,-2101042323,2,936.55581,324.076544
233633,tdata1,-2101042307,2,937.561598,332.585478
233634,tdata1,-2101042290,2,938.064037,334.424483
233635,tdata1,-2101042273,2,939.904641,335.953605
233636,tdata1,-2101042257,2,940.168148,336.020383
233637,tdata1,-2101042240,2,940.168148,336.020383
233638,tdata1,-2101042223,2,940.895889,335.680541
233639,tdata1,-2101042207,2,943.793144,335.469454
233640,tdata1,-2101042190,2,946.481653,333.241894
233641,tdata1,-2101042173,2,946.273586,334.173176
233642,tdata1,-2101042156,2,946.41664,335.398779
233643,tdata1,-2101042140,2,944.735799,340.406652
233644,tdata1,-2101042123,2,939.295821,345.472018
233645,tdata1,-2101042106,2,940.980196,344.749969
233646,tdata1,-2101042090,2,940.980196,344.749969
233647,tdata1,-2101042073,2,941.469898,346.927085
233648,tdata1,-2101042057,2,944.400024,349.811027
233649,tdata1,-2101042040,2,943.442608,349.517017
233650,tdata1,-2101042023,2,943.152034,348.988206
233651,tdata1,-2101042006,2,943.476758,349.093413
233652,tdata1,-2101041990,2,944.168845,350.109598
233653,tdata1,-2101041973,2,942.892618,349.582902
233654,tdata1,-2101041956,2,941.436738,348.28097
233655,tdata1,-2101041940,2,941.436738,348.28097
233656,tdata1,-2101041923,2,941.964855,351.579907
233657,tdata1,-2101041907,2,939.557705,353.459794
233658,tdata1,-2101041890,2,941.004888,354.158171
233659,tdata1,-2101041873,2,940.287244,354.337765
233660,tdata1,-2101041856,2,942.175581,352.14571
233661,tdata1,-2101041839,2,942.579517,349.313521
233662,tdata1,-2101041823,2,941.188641,348.811077
233663,tdata1,-2101041806,2,940.380037,350.672846
233664,tdata1,-2101041790,2,940.380037,350.672846
233665,tdata1,-2101041773,2,941.731084,349.945521
233666,tdata1,-2101041756,2,943.803256,352.029557
233667,tdata1,-2101041740,2,942.448927,352.353269
233668,tdata1,-2101041722,2,933.934943,345.169746
233669,tdata1,-2101041706,2,934.333331,343.461564
233670,tdata1,-2101041690,2,934.136407,343.647336
233671,tdata1,-2101041673,2,936.079995,345.281872
233672,tdata1,-2101041656,2,963.468224,378.778681
233673,tdata1,-2101041640,2,963.468224,378.778681
233674,tdata1,-2101041623,3,961.557929,378.863013
233675,tdata1,-2101041606,3,973.000997,392.923433
