result,number_of_fixations
5.85816710648093,0
5.951147424261399,1
5.976563248324599,2
6.004255746909027,2
6.054864981913245,2
6.140533773927265,2
6.163292537239027,3
6.197690616125623,4
6.203250710735008,5
6.209325005091365,5
6.2250098697921015,4
6.2287527680982695,4
6.234936764931922,4
6.239592062653713,4
6.260241128904804,4
6.265184029286987,3
6.272218472764619,4
6.275408251127396,4
6.333082564688425,3
6.364889119025599,3
6.398377188909905,2
6.531466329347883,1
6.5347558330738575,2
6.549751909101997,2
6.602985956819774,1
6.7485181857310845,2
6.7540820036783185,2
6.796253202242154,2
6.831902714232496,2
6.833683069409026,3
6.85682026939856,4
6.873760324355677,4
6.873942708196604,5
6.877326862000117,5
6.882498416261601,5
6.898914509440097,4
6.971866597494593,3
6.987801588700261,3
7.002245029762001,2
7.0575523222619285,2
7.079161594638671,2
7.13723952977732,3
7.185085741651061,4
7.283883004737779,4
7.284148231241779,3
7.416113634283256,2
7.438200768145376,2
7.520202327266214,3
7.520863087355373,4
7.53208527666094,4
7.541203920171153,5
7.584385545041096,6
7.60960322505446,6
7.612101592105425,5
7.61213080541675,4
7.61799045406207,5
7.625891894128987,5
7.639003007247012,5
7.711363325829349,5
7.720343326353438,5
7.727530807311494,6
7.7357545769522345,7
7.736121288783205,7
7.747953674793077,8
7.759910987793156,9
7.765881412410299,10
7.770257238426005,10
7.778317310557165,10
7.779273491594175,10
7.789923944411243,11
7.790224218928223,12
7.794464958310923,13
7.795991365653399,13
7.797582983959796,14
7.802764062483483,14
7.80595905283508,14
7.808578361034387,13
7.811042400068779,13
7.8142396855376495,13
7.815481394914539,13
7.833390155717077,13
7.8345223243684865,13
7.836052618241057,12
7.841705415170779,12
7.842477723543266,11
7.84814182478483,12
7.853241607528129,12
7.859707225367029,11
7.862112083103506,12
7.876424364444741,11
7.877163049235571,12
7.881861379522926,12
7.881861379522926,12
7.892082001102636,13
7.893419000800786,12
7.894594363687381,13
7.899412656508787,13
7.9041527348598235,13
7.932258883684956,12
7.933522089139958,12
7.9412568807948904,11
7.968024564143182,10
7.968635521622975,11
7.969358822598366,10
7.97852305139785,9
7.983455224515826,10
7.992535492708377,10
8.002067424787688,10
8.005333364495979,9
8.021837080077027,9
8.041907211330463,9
8.055298716051862,9
8.062902797598063,9
8.065397767282619,10
8.081617462209783,11
8.087046541185497,12
8.109425982204035,12
8.112836624125862,12
8.127899322714374,12
8.130164673192564,11
8.135309672639917,10
8.14275455147278,9
8.171671660824574,8
8.18238486838966,8
8.20728677830636,8
8.210067117537772,7
8.210271899113778,6
8.212331883383658,6
8.2286308128826,6
8.231803768364204,6
