result,number_of_fixations
6.43777951998163,0
6.491015381587987,1
6.511735070255866,2
6.5554225331771905,2
6.663249105199123,2
6.702603838412486,3
6.706156471013738,3
6.721520284527078,4
6.721607879890249,5
6.723093901824691,4
6.725010935034237,5
6.740342946129125,4
6.7760265929978,4
6.7760265929978,4
6.790047230641195,4
6.868345349272377,3
6.88927552633128,4
6.910240185822918,5
6.910910525163953,4
6.916952698080397,3
6.953958136521099,4
6.956422831406884,5
6.956759087776731,5
6.95792128790081,5
6.967367681960143,6
6.9855655637410266,6
6.994212363947394,6
7.02650072832982,6
7.045654296291284,7
7.105174339123314,7
7.11503136283432,8
7.115378458554022,8
7.1158389909560515,8
7.119528227061569,8
7.122454946726544,9
7.135165605996482,10
7.143026450188462,10
7.145968241583677,9
7.160089011503015,9
7.163559201595522,9
7.165592628438413,9
7.1749795898014295,9
7.177506469577216,9
7.1822112032983885,8
7.192928070805926,8
7.203552271201161,8
7.21922439407413,7
7.230375158813514,7
7.231448923772731,7
7.236943509550316,8
7.24331644030708,8
7.256665679866852,7
7.270688350871962,7
7.281894928491205,8
7.283751005718225,9
7.28708154248079,9
7.30115996010183,9
7.328523429441809,8
7.330133122146075,9
7.339430836334877,8
7.35746049664764,8
7.365402345551605,7
7.382983551187451,7
7.39108639169694,8
7.4037543102564,8
7.408691576941299,9
7.415941184648056,8
7.4222430456057795,8
7.4234922330371305,7
7.423494997558229,8
7.43982909075161,8
7.448441476810643,8
7.4722551073991,7
7.47325623671781,8
7.474273496519905,8
7.481136130398074,8
7.505695579644112,8
7.508519531947856,8
7.5367555115821565,8
7.538292737539492,9
7.53921394044613,9
7.547568570818329,9
7.557605932327782,9
7.557798323918746,8
7.5675053945855675,9
7.583546132688673,9
7.588119924587788,9
7.589906760823025,9
7.596500183705613,10
7.60122324055097,11
7.603488025874867,10
7.603528846008533,9
7.604187720903291,9
7.607654672373562,9
7.620070613090036,8
7.638352884148659,7
7.7713659617199955,6
7.7910720459911165,6
7.8132994008078995,7
7.816329793426383,7
7.824754651886137,7
7.831231166560859,7
7.856517981143439,8
7.857827030650761,8
7.87986183983386,8
7.889941987562135,8
7.892932977714093,8
7.9069172776937116,9
7.940634149790202,9
7.955075564632433,9
7.981876121308607,9
8.000967772371645,9
8.001025419450807,9
8.008174427050065,10
8.008674633782391,11
8.026098419473191,11
8.033242551017516,10
8.050499721696394,9
8.075167342775162,10
8.081843210343907,10
8.087720486316758,10
8.090671394077692,10
8.09728004955329,11
8.100128328809214,12
8.100197815527185,11
8.12951017348629,11
8.153651694248799,11
8.157807330146934,11
8.16984224494323,10
8.18509660926329,10
8.187262973365634,10
8.212128253577124,10
8.217448588241265,10
8.228011077206803,11
8.23909133155622,10
8.254005661229979,11
8.256501912081482,11
8.267110021631263,12
8.272649024695786,12
8.283650912023937,13
8.289207134450388,14
8.291168137100922,15
8.292948794509526,15
8.29698469315099,14
8.297526790578106,14
8.298353422721023,14
8.300940143093044,14
8.309078201833438,14
8.310553911829379,15
8.315829288388487,15
8.317141681060047,16
8.317460074473587,16
8.320457813433446,15
8.32272989022943,15
8.333697867470727,15
8.337563776526524,15
8.344115196007456,16
8.35212687671566,16
8.361732646902588,16
8.365466292594434,16
8.37050024312318,17
8.387569579971533,17
8.389872722121833,17
8.403329332355792,16
8.415660705223575,16
8.420850229544039,15
8.421670051111867,14
8.421721608598375,14
8.427100112407985,14
8.434865212933296,14
8.43528077974934,13
8.437882929097778,12
8.447396502851895,12
8.462819352316526,12
8.469260040726823,12
8.46952633489669,12
8.484121169179359,11
8.486967926301846,12
8.501818061626894,11
8.504081450919344,12
8.506553890716576,12
8.507287180521972,12
8.511305738545557,12
8.515622786275399,12
8.523654472989994,11
8.526800938757273,11
8.528210252589453,11
8.528631454782039,11
8.529109596210933,10
8.549990053333381,11
8.556570645977473,11
8.564462260181447,12
8.591620223952669,11
8.597120061608894,12
8.605056001926844,13
8.609183154118881,13
8.612870018999718,13
8.617573443715397,14
8.627126223013555,13
8.629388015152244,13
8.631950132537728,13
8.65525105629619,12
8.661982064106898,12
8.668110122518295,12
8.669727990887104,12
8.670795175278595,12
8.676516045295784,12
8.687341334638488,13
8.699949323676153,13
8.72058900621616,13
8.721160737244757,13
8.726602390978709,12
8.727462038916523,13
8.742035025245967,12
8.745983239344508,11
8.748893028515651,11
8.750768026260205,12
8.75425659454129,12
8.757461358747172,12
8.775143526792675,13
8.775535120733464,12
8.809478470461718,12
8.809816983828583,12
8.822665933026796,12
8.826296462255943,12
8.829940505573074,11
8.830553511168501,11
8.841365323272687,10
8.853031595755885,10
8.863101535051795,10
8.87763187752094,10
8.881594229441482,11
8.892991940010575,10
8.897523771814145,9
8.900057509693125,10
8.907223582683393,10
8.912904944349686,10
8.925237418276444,9
8.931025671775775,10
8.947725431731985,10
8.948531943538292,10
8.955042997508071,11
8.963989961919255,11
8.964730945115015,10
8.970251790256093,10
8.972496655063912,11
8.974866863172121,11
8.994094795594597,12
9.012159265092023,11
9.025899346015754,10
9.026804520974093,9
9.038283582554717,8
9.042229936335014,9
9.042464654238957,9
9.046866569269328,8
9.047043569333605,9
9.059007445870023,9
9.075115646764441,9
9.077571956450385,9
9.082148270451933,10
9.090193345594889,10
9.10398742675148,10
9.110035770780216,9
9.11008940732677,10
9.110897143050794,11
9.114390271700193,11
9.130871910405737,10
9.131223557450474,9
9.136120676925223,8
9.137335468827871,8
9.137335468827871,8
9.14118774162836,7
9.153453807711035,6
9.15660891688345,7
9.171271093275225,8
9.178557287370662,8
9.205138967280408,9
9.210236426274847,8
9.21354358742944,8
9.219924150139969,7
9.247709465167276,7
9.298053031979286,7
9.303172195505532,7
9.306561701804858,7
9.332898757404822,6
9.35394283142003,5
9.36527067654027,4
9.55155999621047,5
9.563837013459949,5
9.578141467119947,5
9.619141111621287,5
9.674986422532655,5
9.714001913094352,4
9.800373055163872,4
9.806884275412974,4
9.812679449485827,5
9.865189488423429,4
9.881098078768298,4
9.913327090195402,4
9.915641854571842,4
9.932574657135648,5
9.939849300761257,5
9.970678340473333,4
9.979485956845043,4
10.021097491373629,3
10.023675991272281,4
10.193249017539507,4
10.21493343999537,4
10.316783381223429,3
10.319837052471623,3
10.425332446816947,3
10.436733172224953,4
10.456528742354578,3
10.574756450472131,4
10.580221519020883,5
10.594531930093403,5
10.653788434553144,4
10.664775899330225,5
10.836058952351715,5
10.843916545838484,6
10.850164122594336,5
10.868890579033765,5
10.888348103480388,6
10.888433400319176,6
10.937367138187625,6
10.943641106813589,6
10.996663916461298,5
11.000862941773025,5
11.028611308600698,4
11.138718273992396,4
11.147019546423056,5
11.155761176111628,5
11.221767462623772,5
11.226717552215417,5
11.288852077118971,5
11.294184279998486,6
11.327961551455884,6
11.341589016342747,7
11.347941467693447,7
11.376240530333448,7
11.404941776448354,7
11.40673223971773,7
11.449107725496383,7
11.476486642665854,8
11.486646222790144,7
11.549354956624828,6
11.552985616854485,6
11.570380710241361,6
11.576070401793867,5
11.58900252709114,6
11.649341415400789,5
11.652921806920686,4
11.672495449971102,5
11.707352296468033,5
11.741701482669026,4
11.853689788101189,3
11.854510136414763,3
11.861119167220185,4
11.90345884219635,4
12.042709148993652,4
12.046807776371942,4
12.128446655289729,4
12.128622946246361,5
12.161983396220586,5
12.163790671630617,6
12.174983826118655,7
12.179062908520418,7
12.185978615525476,8
12.196636080666172,8
12.255861328857385,9
12.264274393460685,9
12.272522003017817,10
12.287695561770636,10
12.30504810763832,10
12.313593802122831,11
12.318462504182452,11
12.34103052146755,12
12.360054626666624,13
12.364388779582725,14
12.401825936465547,13
12.40696963341928,13
12.413644211869517,14
12.434676386211152,13
12.442008314967808,12
12.445821711766765,13
12.449538113511545,13
12.452153990617088,13
12.454090256763404,13
12.463792741776825,13
12.495998266908963,12
12.506416112108118,12
12.509000450243795,12
12.526435755730112,12
12.531051626950925,12
12.531431803582665,12
12.53574928354409,12
12.538330905547927,12
12.547372277873473,13
12.556343645512909,13
12.594445266610899,13
12.624248931131206,12
12.626513494447904,13
12.637879366866533,13
12.641092380205812,13
12.670856485259922,13
12.678264380762021,12
12.690943156793605,12
12.701735785167031,13
12.704409328835368,13
12.715956233381357,13
12.729371814441086,13
12.768308005317849,14
12.77621149807204,13
12.790157068417892,14
12.796315432034834,14
12.802283334112468,15
12.805975800116261,15
12.808460001074629,16
12.81842041485642,15
12.824834880802127,15
