result,number_of_fixations
6.3948649398409385,0
6.411585018894325,1
6.413476707724565,2
6.418421650401961,2
6.473014478912942,3
6.479783921278419,3
6.519519014463588,3
6.520169496978573,2
6.544293634602868,3
6.544366885798335,4
6.593743903689617,5
6.636114835461592,5
6.64836673134629,5
6.662501847344614,4
6.670527591987408,3
6.681690598174194,4
6.6936661359638805,5
6.719206241044979,4
6.758732263274152,3
6.802241545972653,3
6.817181972575849,3
6.825533295248212,3
6.922949792013824,2
7.031928716795082,1
7.2509686375157125,1
7.395174094015972,1
7.40426091889328,1
7.532068001680512,1
7.8312543301882265,1
8.012728765212731,1
8.927620498713862,1
9.202691790812974,2
9.236794499719117,2
9.261661833657078,3
9.368972853191961,3
9.43107714576119,3
9.458477074894278,3
9.502854198166254,4
9.505382950164545,4
9.52417314841923,4
9.530047871696445,4
9.644075938220446,5
9.670481033562426,4
9.700827551077845,4
9.747437010105235,3
9.775519358225067,2
9.940471683570939,2
9.961418274819586,3
9.9735450583041,2
10.207051190086133,2
10.207587526327986,2
10.254020330679248,2
10.49781085816354,2
10.507927919718632,3
10.609631142651999,2
11.02465058211005,2
11.149926328739221,2
11.229156068375985,2
11.39172521767019,2
11.40405035532062,2
11.411704210404446,3
11.612872670441437,2
11.698890533581821,2
11.910694445276159,2
12.407652203915504,2
12.707784462367751,2
14.015140663466468,2
14.181790988915186,2
16.184197950448233,2
16.189706281999108,3
16.203775967165843,3
16.20859992191216,4
16.220029701942295,4
16.220029701942295,4
16.557476678941217,4
16.659516524764292,4
16.810438319991427,5
16.84568483997274,4
16.931235934741437,4
16.99287963091855,5
17.035033120817687,5
17.092266448109662,6
17.104183476546034,6
17.145475584012885,7
17.163534472962287,7
17.166442740304323,7
17.170134722300478,7
17.309396601037164,6
17.34585446119214,7
17.369416689162456,7
17.37662448174302,7
17.4194403398609,7
17.43922715208513,7
17.477613567009485,6
17.48015084715765,5
17.564277724635545,4
17.651136338306035,5
17.713711344141572,5
17.75828585096746,5
17.764745158241247,4
17.83505659705437,4
17.94898326190164,5
18.04275314484385,6
18.172089632347944,6
18.18435189991301,6
18.189270725213717,6
18.28791261879769,6
18.316945377850267,6
18.3249536158244,5
18.64079675668481,5
18.820935090978793,5
18.822480702040785,4
18.926607742364244,4
19.04506361322135,4
19.052915662158192,5
19.148435450462156,5
19.18133980667695,5
19.31759069396176,4
19.765421597792223,4
19.800794166432315,4
19.84814406708313,4
20.443069793889315,4
20.593895580311507,4
20.727179394474092,4
20.752009802557055,4
21.42719148461024,4
21.45969948638027,4
21.7718104913175,4
21.790434941379907,5
21.89432944587151,4
22.276483823141934,4
22.303102257433483,5
22.361011610365125,6
22.377969001684175,7
22.463621028684212,8
22.534668760518105,7
22.55558707303928,6
22.6653782394152,7
22.683945814201635,6
22.705171007613764,6
22.717216020278826,7
22.7554561548267,7
22.79459945041335,6
22.85120315326839,5
22.912270748191627,6
22.931952486313037,6
22.97623424312949,6
22.985110453467048,7
22.998985555361834,6
23.05677609647759,5
23.091309703720395,4
23.46891933427716,4
23.487110136919224,5
23.64338558407039,5
23.670280830349487,6
23.783631258857795,6
23.799505842727065,6
23.80751540461235,6
23.848045965036366,6
23.85443495854613,6
23.914850968173166,6
23.981396913482644,5
24.009377931516788,5
24.044678274729964,5
24.059052283094022,6
24.07644852658594,7
24.10189611208416,7
24.22522063164289,6
24.27161374787225,6
24.27339944875411,6
24.370623101009624,6
24.377387053520998,6
24.455026188194108,6
24.455555275610042,6
24.520408942380264,5
24.55908995415964,4
24.87660165107767,4
24.979324871619696,4
25.495005224996653,3
26.128025935467413,3
26.559449535304413,4
26.725326062103523,3
26.872571023233316,3
27.007951612274862,3
27.032355688092444,3
27.146579252279203,4
27.21312544437261,4
27.24034315054405,3
27.25832859974407,3
28.25094429147302,3
28.72223694086146,3
28.880596200488025,3
29.061553975982104,3
29.09398252121788,4
29.651536963957675,3
29.76326656320117,4
29.910473353796444,4
29.964242082323885,5
30.042322033017964,5
30.044644520048017,4
30.27214292574975,3
30.785765938990416,3
31.082223295577723,3
31.227577726227636,3
31.243569165802864,4
31.333439164862735,4
31.333886472439684,4
31.474618178069868,4
31.521127977568295,4
31.5604251831837,4
31.62315868519172,4
31.721048855140808,5
31.79297891729964,4
31.817731803954096,4
31.831461067891905,4
32.016019260247646,4
32.045189403527274,4
32.089874553863396,5
32.14051661594677,5
32.17493982498219,5
32.34583998922923,5
32.3460023341362,6
32.37820752459187,6
32.38664293366641,6
32.39745196353844,6
32.44945722441755,5
32.824554421144946,4
32.83619156703426,5
32.86824620458511,6
32.91709384534629,5
32.95358409039433,5
33.07479560293042,5
33.08859643739151,5
33.11230724221362,6
33.11846361641936,7
33.12871603782892,6
33.158527305337635,5
33.23337572388425,5
33.23457259437847,5
33.23653397019689,5
33.269082193077764,5
33.280526122656184,5
33.36444804086936,4
33.41830159124015,4
33.43554062707333,5
33.490662978186926,5
33.49714456280858,4
33.5083849362888,5
33.529127488690484,5
33.55390266652643,5
33.561496953028936,4
33.62643370738149,4
33.690392203359224,4
33.763495914200796,4
33.766858861308776,4
33.832429986591194,4
33.83884387619508,5
33.8447504651673,6
33.926517895124036,5
33.97617428848422,4
34.170501778553856,4
34.200444511676636,5
34.202700274245046,5
34.26235394270347,5
34.26886206920936,5
34.32049832992141,5
34.33145797680964,6
34.34902158648171,6
34.403300791735376,5
34.449964043329416,5
34.453264263296354,4
34.4555431065581,5
34.48903932046055,5
34.49760456974244,4
34.500781760653545,4
34.554893060818245,3
34.602230768813335,3
34.60332214988947,4
34.607702504135204,4
34.63127455794443,3
34.65132992397418,3
34.65144409570875,4
34.71662791058206,3
34.76172807040817,4
34.77055563367431,5
34.79123090778996,6
34.82240874544286,6
34.91064375493177,5
34.92950864127721,6
34.93083535295114,5
34.93809960832117,5
34.953926552078336,4
34.95562870781724,4
35.015222167967835,3
35.17137049344868,3
35.17816745836289,2
